job_id,job_description
52,"### **Summary**

Walmart is seeking a Senior Software Engineer, Mobile to join their team in Larkspur, CA. The role involves delivering features for the Walmart Business Mobile Apps and collaborating with various internal teams.

### **About the Role**

As a Senior Mobile Engineer, you will be responsible for designing and implementing complex features in Walmart's iOS or Android applications. Your daily tasks will include defining the roadmap for the team, focusing on test automation, providing documentation, inspiring best practices, leading a team of senior contributors, and supporting business objectives through collaboration with partners. You will also utilize industry research to improve Walmart's technology environment.

### **About You**

**Required:**

- 5-7+ years of Mobile Engineer experience with iOS or Android.
- 3+ years of experience building native iOS apps in Swift.
- Shipped one or more iOS applications that are still available in the App Store.
- Sound experience in building CI/CD pipelines.
- Excellent debugging and problem-solving capabilities.
- Exceptional communication and interpersonal skills.
- Option 1: Bachelor's degree in computer science, computer engineering, computer information systems, software engineering, or related area and 3 years' experience in software engineering or related area.
- Option 2: 5 years' experience in software engineering or related area.

**Preferred:**

- Master's degree in Computer Science, Computer Engineering, Computer Information Systems, Software Engineering, or related area and 1 year's experience in software engineering or related area.
- Background in creating inclusive digital experiences and knowledge of implementing Web Content Accessibility Guidelines (WCAG) 2.2 AA standards.

### **Benefits**

- Competitive pay with performance-based bonus awards.
- 401(k) match and stock purchase plan.
- Paid maternity and parental leave.
- PTO, including sick leave and family care leave.
- Health benefits including medical, vision, and dental coverage.
- Additional benefits such as short-term and long-term disability, company discounts, and education benefits. 
- The annual salary range for this position is \$117,000.00-\$234,000.00."
53,"### **Summary**

ScriptPro is seeking a Lead Embedded Software Engineer to join their team in Mission, KS. The role involves creating advanced solutions and enhancing existing systems in the pharmacy industry through innovative technology.

### **About the Role**

As a Lead Embedded Software Engineer, you will be responsible for maintaining and enhancing legacy codebases, developing moderate to complex software/firmware, and utilizing development tools such as Xilinx ISE, Vivado, and Code Composer Studio. You will also perform technical root cause analysis, provide reliable solutions to problems, and operate effectively both independently and as part of a team. This is a hybrid position with flexible working hours.

### **About You**

**Required:**

- B.S. or M.S. in Computer Science, Electrical Engineering, or a related field (or equivalent work experience).
- Experience developing complex VHDL/Verilog code using Xilinx/ISE/Vivado.
- Experience developing micro blaze processors in Xilinx/ISE/Vivado.
- Experience using TI Code Composer Studio for developing code for TI DSP processors.
- Experience developing C code for Atmel AVR/ARM processors.
- Experience using oscilloscopes, logic analyzers, and various electronics test tools.
- Strong verbal and written communication skills with Agile team members.
- Ability to read schematics, manuals, technical whitepapers, and requirements documents.
- Must have high-speed reliable internet access with a hard-wired connection.
- Must have a distraction-free home office workspace.
- Must be willing to participate in video virtual meetings (camera on).

**Preferred:**

- Experience with robotics or programmable motion control applications.

### **Benefits**

- Health: Medical, Dental, Vision, Short-Term Disability, Company Paid Life Insurance & Long-Term Disability, 24/7 on-campus Gym, and Vitality Wellness Program.
- Well-being: Paid Time Off (PTO, Maternity, Paternity, Adoption Leave), nine (9) paid holidays, paid volunteer hours, Employee Assistance Program, company-sponsored events and team-building activities, 401(k) Retirement Plan with company match, financial investment services, employee discounts on products and services."
54,"### **Summary**

Capital One is seeking a Lead Software Engineer, DevOps (Python, Kubernetes, AWS) to join their team in Carrollton, TX. The role involves leading technology projects and managing a scalable Kubernetes platform supported by AWS.

### **About the Role**

As a Lead Software Engineer, you will be responsible for building and managing a scalable Kubernetes platform, empowering developers with seamless workflows, and collaborating with digital product managers to deliver robust cloud-based solutions. You will lead a team of developers, share your passion for technology, and utilize various programming languages and tools to drive innovation in the auto finance space.

### **About You**

**Required:**

- Bachelor’s degree.
- At least 4 years of experience in DevOps Engineering (Internship experience does not apply).
- At least 3 years of experience in Cloud Native technologies (Amazon Web Services, Microsoft Azure, Google Cloud Platform).
- At least 4 years of Unix or Linux system administration experience.

**Preferred:**

- 7+ years of DevOps Engineering experience.
- 4+ years of experience with coding and scripting (Python, SQL, Java, JavaScript, Golang, Bash, Perl or Ruby).
- 4+ years of experience with technologies like Apache Mesos, Marathon, or Apache Spark.
- 4+ years of experience using build and deployment tools (Jenkins, Docker).
- 2+ years of experience with distributed database systems (Cassandra, ElasticSearch).
- 2+ years of experience with deploying clustered web services.
- 2+ years of experience working within Agile Development Practices.

### **Benefits**

- Salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.
- Plano, TX: \$175.8k–\$200.7k for Lead Software Engineer.
- Candidates hired to work in other locations will be subject to the pay range associated with that location.
- This role is also eligible to earn performance-based incentive compensation, which may include cash bonuses and/or long-term incentives (LTI).
- Capital One offers a comprehensive, competitive, and inclusive set of health, financial, and other benefits that support your total well-being."
55,"### **Summary**

Northrop Grumman is seeking an AI Software Engineer to join their team in Redondo Beach, CA. The role involves designing and managing cloud infrastructure and developing Software as a Service (SaaS) microservices.

### **About the Role**

As an AI Software Engineer, you will be responsible for deploying product updates, setting up software factories, managing virtual machines, containers, and orchestration. You will also develop tools for continuous integration and ensure the security and integrity of data. The position requires collaboration with diverse teams using Agile methodologies and Atlassian tools.

### **About You**

**Required:**

- Bachelor’s degree in a Science, Technology, Engineering, or Mathematics (STEM) discipline from an accredited university with 2 years’ experience in software engineering OR Master’s degree in a STEM discipline from an accredited university with 0 years’ experience in software engineering.
- Ability to obtain and/or transfer and maintain the final adjudicated government Secret clearance.
- Experience developing software with C++/Python.
- Experience in Artificial Intelligence / Machine Learning (AI/ML) development.
- Experience using Linux.

**Preferred:**

- Proficient in C++11.
- Current Department of Defense Secret or Top-Secret level security clearance.
- CUDA experience optimizing algorithms.
- Relevant experience in user interface development.
- Experience with software design for manned and/or unmanned vehicles.
- Experience in programming and scripting languages.
- Experience with Agile development processes.
- Excellent communication and interpersonal skills.
- Flight test experience.

### **Benefits**

- Salary Range: \$108k–\$162k.
- Employees may be eligible for a discretionary bonus in addition to base pay.
- Comprehensive benefits package including health insurance coverage, life and disability insurance, savings plan, company-paid holidays, and paid time off (PTO)."
56,"### **Summary**

Algo Capital Group is seeking a Software Engineer – Options C++ to join their team in Chicago, IL. The role involves leading a team focused on building applications for traders and ensuring access to market data for informed trading decisions.

### **About the Role**

As a Software Engineer – Options C++, you will be responsible for leading a growing team, independently managing large-scale research projects, collaborating with team members on C++ programming solutions, and providing quick solutions in a high-pressure environment.

### **About You**

**Required:**

- Strong experience as a senior engineer in the industry with a focus on C++.
- Proven track record of working as a leader of a team and having an impact in their growth.
- Skills in building and optimising trading systems as well as maintaining high performance and quality standards.
- Familiarity with market data coming from exchanges and making assessments based on those.
- Understanding of Quantitative Research needs.
- A solid academic foundation in a STEM discipline with a preference in Engineering.

**Preferred:**

- No additional preferred qualifications listed.

### **Benefits**

- No benefits listed."
57,"### **Summary**

Elfen Software is seeking a Software Engineer to join their team remotely in the United States. The role involves working closely with the CTO and other engineers/designers to build and improve experiences in their flagship SaaS product.

### **About the Role**

As a Software Engineer, you will be responsible for collaborating with the CTO and the engineering team to enhance the company's SaaS offerings. You will work in an environment that deals with high-scale complex data and business problems, contributing significantly to the team's success.

### **About You**

**Required:**

- At least 5 years of relevant development experience.
- Demonstrated hands-on experience in building complex and dynamic web pages.
- Ability to work largely independently but know when to ask for help.
- A strong desire for personal and professional growth.
- Smart and dependable with a positive attitude.

**Preferred:**

- Experience with front-end technologies such as .Net v4.5, Bootstrap v3, jQuery v3.3, CSS3, JSON, and C#.
- Familiarity with API integrations (e.g., payments, shipping, tax, and accounting systems).
- Knowledge of SQL Server and Azure hosting/devops tools.

### **Benefits**

- Competitive salary range of \$80k–\$120k a year.
- Work from home flexibility.
- Full-time position with mentoring and career coaching opportunities."
58,"### **Summary**

Northrop Grumman is seeking an Embedded Software Engineer- Principal/Sr. Principal to join their team in Annapolis, MD. The role involves designing and implementing software solutions for a broad range of embedded applications.

### **About the Role**

As an Embedded Software Engineer, you will be responsible for supporting varied product lines including AI image processing exploitation, digital signal processing, autonomous vehicle software, command and control, Man-Machine Interfaces, sensor/SONAR systems, and simulation/stimulation. Your daily tasks will include the development of software functional components, algorithms, device controllers, and graphical user interfaces, as well as working in a collaborative Agile software development team environment.

### **About You**

**Required:**

- Bachelor’s degree or higher in Computer Science, Computer Engineering, Electrical Engineering, or other STEM discipline with 5 years of software engineering experience (3 years for MS degree, 0 years for PhD).
- US Citizenship is required.
- The ability to obtain and maintain a DoD Secret clearance is required.
- Experience in software development using C++ and/or Python.
- Strong Linux and C++ skills.

**Preferred:**

- Working knowledge of Apache Kafka.
- QT for GUI development.
- Github and Gitlab experience.
- MS degree in a STEM discipline.
- Embedded software system development experience.
- Experience with sonar or other digital signal processing systems and applications.
- Active DoD Secret Clearance.

### **Benefits**

- Competitive pay and comprehensive benefits package.
- Health Plan, Savings Plan, Paid Time Off, and additional benefits including Education Assistance and Training and Development.
- Salary Range: \$102.4k–\$153.6k (Principal Level) and \$127k–\$190.6k (Sr. Principal Level).
- Employees may be eligible for a discretionary bonus in addition to base pay."
59,"### **Summary**

LinkedIn is seeking a Software Engineer - Systems Infrastructure to join their team in Mountain View, CA. The role involves building next-generation infrastructure and platforms for LinkedIn, focusing on large-scale distributed systems.

### **About the Role**

As a Software Engineer - Systems Infrastructure, you will be responsible for designing, implementing, and optimizing the performance of large-scale distributed systems with security and compliance in mind. Your daily tasks will include participating in design and code reviews, partnering with peers to define and build impactful features, and working on various infrastructure projects including application delivery platforms, data storage systems, and AI platforms.

### **About You**

**Required:**

- Must have completed LinkedIn SI Onsite interview between 1/2020 and 6/2023 and had a score of 3.2+ on an IDI module.
- BA/BS Degree in Computer Science or related technical discipline, or related practical experience.
- 1+ years of industry experience in software design, development, and algorithm-related solutions.
- Experience programming in Object-oriented languages such as Java, C++, Python, Go, C#, Rust, and/or Functional languages such as Scala.
- Skills in distributed systems and backend systems infrastructure.

**Preferred:**

- 2+ years of relevant work experience.
- MS or PhD in Computer Science or related technical discipline.
- Experience designing, building, and triaging complex, large-scale distributed systems.
- Experience with technologies such as Hadoop, Spark, Kubernetes, Feather, GraphQL, GRPC, Apache Kafka, Pinot, Samza, or Venice.

### **Benefits**

- Generous health and wellness programs and time away for employees of all levels.
- Competitive compensation with a pay range of \$107k–\$176k, based on various factors unique to each candidate.
- Total compensation package may include annual performance bonus, stock, benefits, and/or other applicable incentive compensation plans."
60,"### **Summary**

Algo Capital Group is seeking a Senior Software Engineer Low Latency to join their team in Chicago, IL. The role involves designing, developing, and maintaining high-availability systems with strict resource and latency requirements.

### **About the Role**

As a Senior Software Engineer Low Latency, you will be responsible for collaborating with the Core Infrastructure team to design and implement high-availability systems in C++ and Python. Your daily tasks will include troubleshooting and optimizing system performance, staying up-to-date with the latest C++ standards and technologies, and working in a fast-paced environment to achieve project goals.

### **About You**

**Required:**

- Strong background in C++ and Python development.
- Excellent problem-solving and communication skills.
- Ability to work in a fast-paced environment.

**Preferred:**

- No additional qualifications or skills mentioned.

### **Benefits**

- A competitive compensation package, opportunities for career growth, and a supportive work environment."
61,"### **Summary**

Walmart is seeking a Principal, Software Engineer/Architect to join their team in Mountain View, CA. The role involves leading large-scale, complex projects and architecting major components of automation initiatives for AdTech.

### **About the Role**

As a Principal Software Engineer/Architect, you will be responsible for directing root cause analysis of critical business issues, promoting company policies, and developing highly scalable services to process millions of requests per day. You will work closely with data scientists and product managers to enhance the advertiser experience and drive AI/ML capabilities. This hands-on role requires exceptional coding skills and the ability to mentor mid-to-junior engineers.

### **About You**

**Required:**

- 15+ years of experience in software development, focusing on big data processing, real-time serving, and distributed low latency systems.
- Expert in multiple distributed technologies (e.g., Spark/Storm, Kafka, Key Value Stores, Caching, Solr, Druid, etc.).
- Proficient in Scala or Java and Full Stack application development.
- Deep knowledge in the Hadoop ecosystem, including HDFS, Hive, MapReduce, and Presto.
- Advanced knowledge of complex software design, distributed system design, design patterns, data structures, and algorithms.
- Experience working as a Machine Learning engineer closely collaborating with data scientists.
- Experience working with ML frameworks like TensorFlow and ML feature engineering.
- Experience in one or more public cloud technologies like GCP, Azure, etc.
- Excellent debugging and problem-solving capability.
- Experience in working in large teams using CI/CD and agile methodologies.
- Option 1: Bachelor's degree in computer science, computer engineering, computer information systems, software engineering, or related area and 5 years' experience in software engineering or related area.
- Option 2: 7 years' experience in software engineering or related area.

**Preferred:**

- Master's degree in computer science, computer engineering, computer information systems, software engineering, or related area and 3 years' experience in software engineering or related area.
- Background in creating inclusive digital experiences and knowledge in implementing Web Content Accessibility Guidelines (WCAG) 2.2 AA standards.

### **Benefits**

- Competitive pay with incentive awards for performance.
- 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, and multiple health plans.
- Health benefits including medical, vision, and dental coverage.
- Financial benefits including 401(k), stock purchase, and company-paid life insurance.
- Paid time off benefits including PTO, parental leave, family care leave, and more.
- Additional benefits include short-term and long-term disability, company discounts, and education benefits.
- The annual salary range for this position is \$143k–\$286k."
62,"### **Summary**

STERIS is seeking a Director of Embedded Software Leadership to join their team in Mentor, OH. The role involves leading and managing multiple departments, including software, hardware, controls, automation, cybersecurity, testing, integration, and cloud teams, to support innovative solutions in patient care and infection prevention.

### **About the Role**

As the Senior Director of Embedded Software Engineering, you will be responsible for promoting the adoption and implementation of technical methods within various teams, identifying opportunities to leverage innovation and technology, and ensuring cross-functional collaboration across technical domains. Your key responsibilities will include:

- Leading, developing, and implementing technology and process improvements across departments to achieve Steris technology objectives.
- Overseeing the entire embedded software development lifecycle, from concept to deployment and maintenance.
- Driving architectural and design decisions for software engineering teams to deliver secure, high-quality, well-tested, and scalable software.
- Partnering with department leaders and management executives to improve development processes and manage multiple projects.
- Building systems that adhere to the highest engineering quality standards while maintaining compliance with ISO and FDA standards.
- Developing new Controls Platforms to meet evolving business requirements.
- Engaging with customers and partners to ensure a high-quality experience throughout the software and product development cycle.
- Building a culture of rapid and agile development, mentoring managers and individual contributors, and fostering collaboration across the organization.

### **About You**

**Required:**

- Proven experience in leading embedded software engineering teams.
- Strong background in software development lifecycle management.
- Expertise in architectural and design decision-making for software engineering.

**Preferred:**

- Experience in developing Controls Platforms and managing cybersecurity and regulatory requirements.
- Familiarity with ISO and FDA compliance standards.

### **Benefits**

- Competitive compensation with eligibility for an annual bonus based on company performance.
- Comprehensive benefits package including medical, dental, and vision coverage."
63,"### **Summary**

Deseret News is seeking a Mid-level Software Engineer to join their team in Salt Lake City, UT. The role involves development and maintenance of technology for parts of deseret.com and other related websites and apps.

### **About the Role**

As a Mid-level Software Engineer, you will be responsible for developing and maintaining technology for the Deseret News websites and mobile apps. You will work with a team to enhance online news and information delivery, utilizing technologies such as JavaScript, React, and GraphQL. Your daily tasks will include participating in Agile/Scrum methodologies, collaborating with team members, and completing prioritized stories from the product director.

### **About You**

**Required:**

- 3-5 years of current experience with web software development technologies and tools including JavaScript, HTML, CSS, PHP, MySQL/PgSQL.
- Self-motivated to learn new and emerging technologies.
- Strong team and individual motivator with a positive attitude.
- Ability to work independently and collaboratively on large projects.
- Excellent written and verbal communication skills.

**Preferred:**

- Experience working with JavaScript frameworks, namely NextJS and Express.
- Experience with front-end technologies (e.g., React).
- Understanding of best practices and design principles for architecting web applications.
- Experience working with GraphQL and REST APIs.
- Experience with source control, specifically GIT.
- Experience working with PHP and MVC frameworks, namely Symfony.
- Experience developing within a virtualized environment using Docker.
- Experience with asset management systems like npm and composer.
- Familiarity with transpilers for frontend assets like webpack, babel, and SCSS.
- Experience working with Agile/Scrum methodology and project/story tracking software (Clubhouse, JIRA, Trello, or similar).
- Experience optimizing and working with high-traffic websites using caching and scalability technologies.

### **Benefits**

- This position will work remotely from the state of Utah and may require occasional office visits."
64,"### **Summary**

Anthropic is seeking a Software Engineer, API Experience to join their team in Anywhere, United States. The role involves building a world-class developer experience for the Anthropic API, focusing on tools that accelerate developers from idea to deployment.

### **About the Role**

As a Software Engineer, API Experience, you will be responsible for:
- Building tools to accelerate developers from idea to deployment.
- Leveraging Claude to improve developer usage of the API, including generating and evaluating prompts.
- Collaborating closely with other product teams to integrate Claude's capabilities into the developer experience.
- Building out the frontend and backend to help developers bring their applications to production.
- Partnering with teams to ensure new product features are intuitively integrated into the developer console.
- Proposing and implementing improvements to the developer experience of using the API.
- Working with researchers to understand new model capabilities and design products that maximize user engagement with the Anthropic API.

### **About You**

**Required:**

- 7-10+ years building production full-stack software with a focus on usability.
- Strong communication skills and user empathy to understand needs.
- Expertise in modern web development stacks (React, Next.js, etc).
- Demonstrated strong product mindset and focus on iterative product development.

**Preferred:**

- Experience with React and frontend frameworks.
- Experience with REST APIs.
- Experience building products for developers.

### **Benefits**

- Annual salary range of \$300,000—\$405,000 USD.
- Competitive compensation and benefits, optional equity donation matching, generous vacation and parental leave, flexible working hours, and a collaborative office space."
65,"### **Summary**

Google is seeking a Staff Software Engineer, AI/ML GenAI to join their team in Sunnyvale, TX. The role involves designing, developing, testing, deploying, maintaining, and enhancing large-scale software solutions, with a focus on GenAI technologies.

### **About the Role**

As a Staff Software Engineer, you will be responsible for providing technical leadership on high-impact projects, managing project priorities, deadlines, and deliverables, and facilitating alignment across teams. You will influence and coach a distributed team of engineers, lead the design of GenAI solutions, optimize ML infrastructure, and guide the development of data preparation and model optimization strategies.

### **About You**

**Required:**

- Bachelor’s degree or equivalent practical experience.
- 8 years of experience in software development, and with data structures/algorithms.
- 5 years of experience testing and launching software products, and 3 years of experience with software design and architecture.
- 5 years of experience with state-of-the-art GenAI techniques (e.g., LLMs, Multi-Modal, Large Vision Models) or with GenAI-related concepts (language modeling, computer vision).
- 5 years of experience leading ML design and optimizing ML infrastructure (e.g., model deployment, model evaluation, data processing, debugging, fine-tuning).

**Preferred:**

- Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
- 3 years of experience in a technical leadership role leading project teams and setting technical direction.
- 3 years of experience working in an organization involving cross-functional or cross-business projects.

### **Benefits**

- The US base salary range for this full-time position is \$189k–\$284k + bonus + equity + benefits.
- Tuition Reimbursement, Retirement / Pension Plans, Stock Options, On Site Cafeteria, Paid sick days, Life Insurance, Medical, Dental and Vision, 401K, Flexible Schedules, Employee Events, Maternity/Paternity Paid Leave, Free Food and Coffee, Donation-Matching Program, Work From Home, Paid Holidays, Mobile Phone Discount, Performance bonus, Vacation/paid time off, Professional Development."
66,"### **Summary**

Capital One is seeking a Senior Software Engineer, DevOps (Principal Associate) to join their team in Hackensack, NJ. The role involves collaborating with Agile teams to design, develop, and support technical solutions in a fast-paced environment.

### **About the Role**

As a Senior Software Engineer, DevOps, you will be responsible for collaborating with Agile teams to design, develop, test, implement, and support technical solutions using full-stack development tools and technologies. You will share your passion for technology trends, mentor other engineers, and work with digital product managers to deliver cloud-based solutions that empower millions of Americans financially. Your work will involve utilizing programming languages such as Java, Python, SQL, Ruby, and Go, along with container orchestration services like Docker and Kubernetes, and various AWS tools and services.

### **About You**

**Required:**

- Bachelor’s degree.
- At least 3 years of experience in DevOps Engineering (Internship experience does not apply).
- At least 2 years of experience with Cloud Native technologies (Amazon Web Services, Microsoft Azure, Google Cloud Platform).
- At least 2 years of Unix or Linux system administration experience.

**Preferred:**

- 2+ years of experience with Terraform or Ansible.
- 2+ years of experience with container orchestration services including Docker or Kubernetes.
- 2+ years of experience with coding and scripting (Python, SQL, Java, JavaScript, Golang, Bash, Perl, or Ruby).
- 2+ years of experience working with Agile Development Practices.

### **Benefits**

- Salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.
- New York City (Hybrid On-Site): \$165k–\$188k for Senior Software Engineer.
- Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.
- This role is also eligible to earn performance-based incentive compensation, which may include cash bonus(es) and/or long-term incentives (LTI).
- Capital One offers a comprehensive, competitive, and inclusive set of health, financial, and other benefits that support your total well-being."
67,"### **Summary**

Actalent is seeking a Senior Embedded Software Engineer to join their team in Woburn, MA. The role involves supporting the development of innovative radar/EW systems through the implementation of digital signal processing.

### **About the Role**

As a Senior Embedded Software Engineer, you will be responsible for collaborating with cross-functional teams to understand and develop system requirements and specifications. Your daily tasks will include designing and implementing signal processing and software solutions, conducting performance analysis through simulations and real-world testing, and preparing documentation, design specifications, test plans, and reports. You may also be tasked with RF systems for airborne applications and will support the development of system architecture.

### **About You**

**Required:**

- Demonstrated experience implementing real-time signal processing solutions in C++ (C++17 or later).
- Working knowledge of digital signal processing.
- Familiarity with embedded development; experience with Xilinx MPSoC and RFSoC platforms is a plus.
- Demonstrated experience in the delivery of advanced development hardware.
- Capable of effectively working in a team environment, often under tight deadlines.
- Experience in preparing and delivering briefings, familiarity with the execution of technical reviews (SRRs, PDRs, CDRs, TIMS).
- Background should include a Bachelor’s degree and at least 5 years of applicable experience; Master’s degree and at least 3 years of applicable experience; or PhD. Equivalent experience will be considered.

**Preferred:**

- Applicable understanding of and experience with Radar systems and their principles of design, development, requirements verification, test planning, test execution, and data analysis.
- Experience with algorithm implementation in software for real-time systems, especially radar and/or remote sensing.
- CUDA experience preferred.
- Proficiency in radar simulation tools (MATLAB).
- Active Secret or Top Secret security clearance.
- Applicable domain experience in one or more of the following areas: Electronic Warfare, Antenna Apertures, Sensor Resource Management, Large-Scale Platform Test Systems, Cyber Physical Systems, Open System Architectures (UCI, OMS, COARPS).

### **Benefits**

- Pay range for this position is \$135k–\$150k.
- Medical, dental & vision.
- Critical Illness, Accident, and Hospital.
- 401(k) Retirement Plan – Pre-tax and Roth post-tax contributions available.
- Life Insurance (Voluntary Life & AD&D for the employee and dependents).
- Short and long-term disability.
- Health Spending Account (HSA).
- Transportation benefits.
- Employee Assistance Program.
- Time Off/Leave (PTO, Vacation or Sick Leave)."
68,"### **Summary**

NVIDIA is seeking a Principal Software Engineer, Visual AI to join their team in Redmond, WA. The role involves driving the capability of developer-facing products for visual search, curation, 3D reconstruction, and more within the visual AI ecosystem.

### **About the Role**

As a Principal Software Engineer, Visual AI, you will contribute to the technical strategy for visual AI developer software, invent and prototype new features and tools, drive new capabilities to production services, lead major projects, collaborate with research teams, and provide technical expertise in deep-learning based computer vision.

### **About You**

**Required:**

- MS or equivalent experience in Computer Science, Computer Engineering, or related field.
- Outstanding technical breadth across areas such as generative AI, visual understanding, and 3D reconstruction.
- Proficiency with Python and C++.
- Basic familiarity with GPU programming, e.g., in CUDA.
- 10+ year track record of converting research ideas into production software, leading development activities including algorithm selection, implementation, data collection, and validation.
- Demonstrated innovation resulting in outstanding products, patents, and publications.

**Preferred:**

- Proficiency with common cloud software such as Helm Charts, Milvus, ELK, Docker, etc.
- Strong software architecture skills.
- Experience building developer-centric tools and services.

### **Benefits**

- Your base salary will be determined based on your location, experience, and the pay of employees in similar positions.
- You will also be eligible for equity and benefits.

**Salary Range:** \$272k–\$426k"
69,"### **Summary**

Capital One is seeking a Full Stack Developer to join their team in Bloomington, IL. The role involves driving significant transformations within the company by marrying data with emerging technologies to solve complex business problems.

### **About the Role**

As a Senior Software Engineer at Capital One, you will be responsible for collaborating with Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies. Your daily tasks will include designing and developing robust cloud-based solutions using various programming languages and technologies, collaborating with digital product managers to deliver technical solutions, and experimenting with new technologies while staying up-to-date with the latest trends.

### **About You**

**Required:**

- Bachelor's Degree
- At least 3 years of experience in software engineering
- Experience with AWS, GCP, Microsoft Azure, or another cloud service
- Knowledge of open source frameworks
- Agile practices

### **Benefits**

- Comprehensive set of benefits that support your total well-being, including health, financial, and other benefits."
70,"### **Summary**

ZipRecruiter is seeking a Databricks Architect to join their team in Santa Monica, CA. The role involves leveraging extensive experience in data governance and data warehousing, particularly with Databricks and cloud data lakes.

### **About the Role**

As a Databricks Architect, you will be responsible for supporting customers by authoring reference architectures, how-to guides, and demo applications. You will also integrate Databricks with third-party applications and design architectures within public clouds such as AWS, Azure, or GCP.

### **About You**

**Required:**

- 15+ years of experience in a technical role with expertise in data governance and data warehousing, including setting up Databricks as a Service model.
- Production deployment experience with data governance solutions and hands-on experience with cloud data lakes.
- Experience with design and implementation of data warehousing technologies.
- Deep specialty expertise with scaling big data workloads that are performant and cost-effective, including technologies such as Delta Lake.
- Experience working with Enterprise Accounts.
- Good communication skills.

**Preferred:**

- Experience integrating Databricks with third-party applications to support customer architectures.
- Experience designing and implementing architectures within public clouds (AWS, Azure, or GCP).

### **Benefits**

Not provided."
71,"### **Summary**

RED 6 is seeking a Senior Software Engineer, Computer Vision to join their team in Santa Monica, CA. The role involves contributing to the development of next-generation AR systems for military and commercial applications by designing, implementing, and optimizing computer vision algorithms.

### **About the Role**

As a Senior Software Engineer, Computer Vision, you will be responsible for:
- Designing and implementing advanced algorithms for sensor data fusion, object tracking, and real-time localization tailored for AR applications.
- Rapidly developing and testing AR software prototypes, integrating real-world hardware to support military training applications.
- Developing software to integrate various optical sensors, enabling real-time augmented reality experiences for pilots.
- Ensuring software solutions meet stringent performance, latency, and reliability requirements for dynamic operational environments.
- Validating and refining software by conducting rigorous testing in real-world scenarios, ensuring reliability and scalability.
- Collaborating closely with cross-functional teams to transform prototypes into production-ready systems, ensuring seamless hardware and software integration.
- Generating comprehensive technical documentation, including code structure, algorithms, and testing workflows.

### **About You**

**Required:**

- Bachelor’s degree in Computer Science, Electrical Engineering, or a related field (Master’s preferred).
- 5+ years of professional experience with C++ development.
- 5+ years of experience with Python programming.
- Proven expertise in computer vision techniques, including object tracking, sensor fusion, and real-time localization.
- Experience developing software for integration with real-world hardware systems.
- Proficiency in developing and optimizing real-time systems for AR or similar applications.
- Familiarity with integrating and calibrating optical sensors in software systems.
- Knowledge of low-latency performance tuning and multi-threaded programming.
- Strong analytical skills with a proven ability to diagnose and resolve technical challenges in dynamic environments.
- Ability to thrive in an interdisciplinary team, contributing to hardware and software integration efforts.
- Clear, professional written and verbal communication skills.
- Proof of US Citizenship is required for security clearance.

**Preferred:**

- Familiarity with Unreal Engine or similar game engines.
- Experience with augmented reality hardware or software-driven optical systems.
- Exposure to military or aviation-related applications is a plus.
- Out-of-the-box thinker who thrives in an R&D-focused environment.

### **Benefits**

- Healthcare, Dental, and Vision (100% coverage for Employees).
- Paid time off, including vacation, sick, paid holidays, and parental leave.
- Short and Long-Term Disability.
- Flexible Spending Account (FSA).
- 401(k) Retirement Plan.
- Voluntary Worksite Benefits (Accident, Critical Illness, and Hospital Indemnity)."
72,"### **Summary**

Red Hat is seeking a Senior Software Engineer - RHEL AI and Hardware Accelerators to join their team in Boston, MA. The role involves designing, implementing, and productizing a new RHEL AI product, focusing on deep integration of AI stack and hardware accelerators.

### **About the Role**

As a Senior Software Engineer, you will work with a diverse team of engineers to develop and implement software for RHEL AI that leverages hardware accelerators. Your responsibilities will include packaging RHEL AI components, driving certification with vendors, collaborating with engineers for optimal integration, contributing to new feature design, performing performance analysis, writing maintainable code, participating in code reviews, and staying updated on advancements in AI frameworks and hardware accelerators.

### **About You**

**Required:**

- Strong experience with RHEL or other Linux distributions.
- Ability to work Hybrid in Boston MA, Lowell MA, or Raleigh NC.
- Experience with a container ecosystem like Docker, Kubernetes, or Red Hat OpenShift.
- Excellent problem-solving and debugging skills.
- Strong communication and collaboration skills.
- Ability to work independently and as part of a team.
- Proficient written and verbal communication skills in English.

**Preferred:**

- Knowledge of AI frameworks (e.g., TensorFlow, PyTorch).
- Background in DevOps or site reliability engineering (SRE).
- Experience with performance analysis tools.
- Experience with Linux kernel development.

### **Benefits**

- Salary range: \$127,890.00 - \$211,180.00.
- Comprehensive medical, dental, and vision coverage.
- Flexible Spending Account - healthcare and dependent care.
- Health Savings Account - high deductible medical plan.
- Retirement 401(k) with employer match.
- Paid time off and holidays.
- Paid parental leave plans for all new parents.
- Leave benefits including disability, paid family medical leave, and paid military leave.
- Additional benefits including employee stock purchase plan, family planning reimbursement, tuition reimbursement, transportation expense account, employee assistance program, and more!"
